à la mode    édzam énga lorang
dehors    atán
tout autour    mbômane
alentour    mbômane
l’amont ; en haut    okü nord
en bas ; à l’aval    nkégn sud
je voudrais acheter du pain.    makôme sôm nfem
je voudrais un tas de piments.    mayí avisse ôndôndô
combien ça coûte ?    ane tang na ?
combien ça coûte ?    ake táng ya ?
je voudrais la monnaie.    mayí nsáng miang
la nourriture est chère.    bidzí bine táng abé
combien vous dois-je ?    mebele mina táng na ?
les bananes sont moins chères.    bikone bine táng mbeng
je voudrais un tas d’arachide.    mayí abekh owòne
peux-tu emballer ces crevettes ?    ye one me wôgle mingosse mi ?
je cherche du manioc.    madzeng mbông
je voudrais acheter des produits alimentaires pour Européen.    makôme sôm bidzí bi ntangane
au marché    makít
marché    ewouang
restaurant    nda bidzi
bistrot    nda meyokh
on boit le malamba.    biagnu melamba
je bois un jus d’orange.    magnu ofüme
que bois-tu ?    wagnu ndzé ?
que manges-tu ?    wadzi ndzé ?
je mange de la viande.    madzi tsít
nous nous mangeons du poisson.    bia biadzi kos
avez-vous de l’eau ?    ye mene gnu mendzim
Mba, viens prendre quelque chose à boire !    a Mba zakh gnong dzôm y’agnu!
les gestes    ane bafeb
baisser les yeux    assile mis o sí
faire un saut    andangle
faire un bond    andangle
jeter un coup d’œil    awâ dzis
hausser les épaules    abere mebán
froncer les sourcils    afîgh mis
faire un clin d’œil    ayir dzis
faire une grimace    afogh mis ye agnu
faire un signe de la main    afeb énam
hocher la tête    amegle nnô
lever les yeux    abere mis
éternuer    assemle
donner une taloche    ave bissila koko
donner une taloche    abime ôndokokh
donner une fessée    abime abègn mekane
cligner des yeux    ayir mis
donner un coup de poing    abîme ébôla
donner une gifle    abîme abègn
donner une claque    akur abègn agnu
donner un coup de tête    abîme nnô fut
donner un coup de pied    abîme abo
les sentiments    mam me ya nnem
amour    édzing
aimer    adzing
aimer    agnegh
s’aimer    adzingane
s’aimer    agneghane
penser    assimane
envahir le cœur    adzi nnem abum
prendre le cœur    adzi nnem abum
gémir    assingle
gémir    atare
jurer quelqu’un    adzi mot
mourir d’amour    awu édzing
avoir quelque chose à dire    abele adzô abum
avoir un mot à dire    abele éfia abum
posséder le cœur de quelqu’un    agnong mot nnem y’abum
briser le cœur    atégn nnem abume
faire un pacte d’amour    adàng nvóne
faire un pacte d’amour    adàng minkâ
manquer d’amour    àyí édzing
souffrir d’amour    akon édzing
rêver de quelqu’un    ayén mot bilè
rêver de quelqu'un    ayén mot biye-yem
rêver de quelqu’un    ayén mot a ndem
sortir avec quelqu’un    abo ébone
esquisser un sourire d’amour    atu’u luègn
courtiser une fille    assile minenga ébone
chercher les femmes    adzeng binenga
arrêter une fille    assime minenga
tchatcher    awa medzô
lancer les mots    awa bifia
embrasser quelqu’un    àgnáng mot agnú
embrasser quelqu’un    àgnáng biyá
kú avoir d es frissons    abele gnol é
frissonner    afongane begnâ-ngnâ
trembler d’émotions    afongane begnâ-ngnâ
avoir mal au cœur    awokh nnem mintègn
avoir des soucis    akobe a nnem
garder le cœur de quelqu’un    abagle nnem mot
souffrir    adzùkh
mourir de chagrin    ayén mindzúkh
interpeler quelqu’un    assele mot
faire le beau    abo éngung
faire la belle    abo éngung
faire des caprices    abo bingátt
se fiancer    akulu dzangane
doter    ake nsua
regretter    adzobane
vouloir    akôme
désirer    akôme
avoir envie de    akôme
avoir envie    awokh ozáng
avoir envie de faire l'amour    awokh ozáng
caresser    asse’e gnôl
s’étreindre    akorane
regarder fixement    adegane se
avoir un coup de foudre    assia dzingane
aller en mariage par rapt    ake mebom
découcher    ake mbiam
aimer voir    agnegh atâ mot
apprécier quelqu’un    agnegh atâ mot
mon amant    éboa dzam
mon cœur souffre    nnem one m’abé
la souffrance m’envahit    mindzúkh mibele ma
j’ai des choses à dire    bifia bine m’abum
j’ai un mot à dire    éfia éne m’abum
je rêve de toi chaque soir    melú messesse mayén wa ndem
je possède ton cœur    megnongang we nnem y’abum
garde bien mon cœur    bagle nnem vôm mbeng
je garde bien ton cœur    mabagle nnem yüa mbeng
je t’aime toi seul    wa madzing étam étam
jeune fille je te veux    évôm ngone mayi wa
je n’aime que toi    madzing ve wa
je t’aime    madzing wa
je t’aime    magnegh wa
j’aime te voir    madzing meta wa
j’aime te voir    magnegh mayén wa
je t’aime de tout mon cœur    madzing wa ye nnem osse
je t’aime beaucoup    madzing wa abüign
je t’aime un peu    madzing wa avitsang
je l’aime tellement    madzing gne dzing
je t’aime tellement    madzing wa dzing
je t’aime passionnément    madzing wa essamessame
je t’aime de fond en comble    madzing wa yôp, madzing wa si
je t’aime de partout    madzing wa keghe we ligh vôm
je t’aime à mourir    madzing wa édzing y’awu
je t’aime énormément    madzing wa édzing ye vôm a fe
j’aime les Fang    magnegh be Fang
j’aime sucer les mangues    magnegh maya mendôkh
j’aime Mitzic    magnegh Mitzic
j’aime mes enfants    magnegh ébo bam
j’aime Dieu    magnegh Zame
j’aime vivre dans la liberté    magnegh maning filí
j’aime les études    magnegh sikolo
je t’aime comme le poisson aime l’eau    madzing wa ane kos dadzing mendzim
je t’aime comme les oiseaux aiment l’air    madzing wa ane anon dadzing miyem
premier amour d'une fille    ntôl fam
premier amour d'un garçon    ntôl minenga
grand amour    édzing dzadang
grand amour    édzing énen
copain    éboane
copine    éboane
copain    ébwane
copine    ébwane
mon copain    ébwa dzam
ma copine    ébwa dzam
femme    ngal
épouse    ngal
mari    nnôm
époux    nnôm
j’ai un cœur meurtri    nnem one m’awu
mon cœur bat pour toi    nnem wakur ma akale düa
je suis envahi d’amour    édzing ébele ma
l’amour est une maladie    édzing éne okon
je souffre d’amour    makoane édzing
je suis en manque d’amour    mayi édzing
je meurs d’amour    mawu édzing
mon cœur est là-bas    nnem one me wégn
mon cœur pleure    nnem wom wayi
mon cœur pleure    nnem wayi ma
mon cœur saigne    nnem wom wadzúkh
mon cœur saigne    nnem wadzúkh ma
j’ai des soucis    nnem wakobe ma
mon cœur est en joie    nnem one m’ambwane
soucis    mintègn mi ya nnem
soucis    bidza bi nnem
sentiments    mam me ya nnem
mon chéri    obeng wom
ma chérie    obeng wom
mon chéri    édzing dzam
ma chérie    édzing dzam
mon chéri    atsine mimbang dzam
ma chérie    atsine mimbang dzam
mon chéri    okeng obeme éngong wom
ma chérie    okeng obeme éngong wom
ma chérie    oko frida wom
mon chéri    mbeng omore étam
ma chérie    mbeng omore étam
mon chéri    mam messe m’ayane
mon chéri    nnem y’abume wom
mon chéri    dzôm dzam
mon chéri    didon wom
ma chérie    éning dzam
ma chérie    otongone
ma chérie    nlugha
ma beauté    édzima
ma chérie    misse messe mabebe
ma chérie    bikô biyale mbègn
ma chérie    bivula bilare otare
ma chérie    moan minenga wom
mon souffle    nvebe wom
mon chéri    édzôm madzing
ma chérie    é minenga madzing
mon chéri    é mot madzing
mon chéri    nnem okele éto
jeune fille    gigi a moan minenga
jeune fille    étong moan minenga
jeune fille    oyôm ézuti
jeune fille    évôm ngone
jeune fille    opwông minenga
jeune fille    okikiègn minenga
jeune fille    ôto ngone
jeune fille    énvuvura minenga
jeune fille    mbeba mong
jeune fille    mbeba moan minenga
jeune fille    ngone é minenga
jeune fille    bidzí be fam
jeune fille    élere moan minenga
jeune fille    omiminenga
jeune fille    oyôm moan minenga
jeune fille    ngângâ moan minenga
jeune garçon    moan fam
jeune garçon    oyôm moan fam
jeune garçon    ngângâ moan fam
jeune garçon    élere moan fam
jeune garçon    ndomane fam
jeune garçon    mbeba moan fam
jeune garçon    gul a moan fam
père    tita
papa    tita
papa    tata
père    tata
papa    tare
papa    ta’a
papa    essâ
père    essâ
maman    nina
mère    nina
maman    nana
mère    nana
maman    nane
maman    na’a
mère    gnia
homme influent    bikeghe
homme influent    biyông
homme influent    badzam
homme influent    essikh nduane
homme influent    ébibign
homme important    nkaloa
doyen    nkaloa
homme important    medzô mekur ékô
homme important    okame nduane
homme responsable    édzidzine fam
homme responsable    édzidzine mot
homme influent    ébibign mot
homme important    gneng-gneng a mot
homme responsable    édzidzine moan fam
homme influent    mam messe mayane
important    mam messe mayane
homme important    évangüi mot
homme influent    mve-engomo
doyen    mve-engomo
homme riche    nkú-kúma mot
fille facile    nseng ndama
cuisse légère    nseng ndama
fille facile    mbègn oyo
cuisse légère    mbègn oyo
fille facile    awulu mekane o mmô
cuisse légère    awulu mekane o mmô
les animaux    betíst
aboyer    abóm
miauler    atat
bêler    atat
rugir    agnègn
pattes de tortue    bissamegign
pattes de poules    mebo me kú
pattes de chien    mebo me nvú
pattes d'éléphant    mebo me zok
pattes de chat    mebo m’essinga
mâchoires    minkekh
griffe    dzègn
ongle    dzègn
griffes    biègn
ongles    biègn
aile    afap
plume    assègn
plume    édeng
plumes    bideng
plumes    bissègn
plumage    messègn
nageoire    akap e kos
nageoire caudale    ngap
nageoire dorsale des poissons    nkè-ngègn
écailles    bibá
bec    nsóng
museau    nsóng
queue    ngüiem
les animaux domestiques    betsít be y’adzâ
les animaux sauvages    betsít be y’afane
porc    ngü ntangane
veau    égnakh
bœuf    égnakh
agneau    mone ntoma
viande de cheval    mefusse me nkalbègn
poulet    kú
coq    nnôm kú
poule    ngál kú
dindon    kuna
canard    soghe
canard    élola
lapin    fô
céphée    tôlô
grande ourse    tôlô a zok
petite ourse    mone tôlô
côtes    menvègn
côtelettes    menvègn
rôti de veau    nkengane ntoma
ragoût    missone mi égnakh
viande hachée    nkoghane tsít
foie    essekh
gazelle    opwông
singe    esseghe
chimpanzé    wagha
lion    mbwébwém
éléphant    zok
hyène    gègn
antilope    nvine
porc-épic    ngôm
gorille    ngüi
gorille    ngí
chien    nvú
girafe    nkókh
chameau    nkokh
chat    essinga
chat-tigre rouge    ébyo
tortue    étugu
tortue    kulu
sanglier    ngüign
sanglier    ngü
porc    ngüign ntangane
rat palmiste    küign
hippopotame    zok mendzim
boa    nvôme
vipère    fègn
écureuil    ossen
crocodile    ngàne
caïman    nkôm
petit crocodile    nkôm ngàne
pangolin    ká
cheval    nkalbègn
cheval    ékamelok
âne    édzakasse
buffle    gnatt
buffle    gnare
cochon    ngüign
léopard    nze
léopard    ze panthère
mouton    kabane
chèvre    ékela kabane
lièvre    okpeng
grande antilope noire    zìp
grande antilope tachetée    nkokh
hérisson    nvep
hérisson    abogh bulu
rat    ndang
rat    fô
souris    mbassume
iguane    nkagha
daman arboricole    gnokh
antilope, aux grands yeux    so
tragelaphus gratus    mvul
serpent    gnô
venin    mekett
serpent vert    ayáng
python    nvôm
vipère    fégn
moustique    égnugnong
mouche    nlo
moucherons    bone minlo
mouche tsé-tsé    ossúne
abeille    nvufúng
fourmi    andalong
fourmi magnan    sighe
chenille    élôpe
chenille    ékúkúm
criquet    étadákh
grand crapaud    nvong
crapaud    édzo
grenouille    nkóng
mille pattes    ngbwène
mille pattes    ngüiène
araignée    abône
cafard    fefègn
asticot    étúm
lézard    nchüé
lézard multicolore    ébumaküküign
caméléon    dzingôl
guêpe    afôme
guêpe    élüilüign
poisson    kuasse
poisson    kos
bar (le poisson)    sapakh
silure    ngol
silure    gô
paquet de silure    dzôm gol
carpe    ékône
tilapia    nvagh
crabe    kara
crevettes    mingosse
crevettes    minwasse
langouste    ongosse
anguille    onvong
les oiseaux    anon
touraco vert    mba
vautour    ékuba
pigeon vert    obeng
perroquet jaco    kôs
petit oiseau bleu, queue à deux pointes    mvèkokh
pintade    nkang
grand calao à casque noir    ongung
toucan    ongoung
guêpier à tête bleue    ndomba
martin-chasseur marron    sussô ochüi
aigle    ndügn
francolin écaillé    opwel
hibou    akùng
chouette    akùng
couga du Gabon    dughu
pivert    ngomó
loriot    ngôn gôle
gros bec    ndzundzè
touraco    kunenghe
colibri    sessol
pigeon    zum
moineau    édzele
tisserin    ngèra
l'oiseau gendarme    ngèra
l'oiseau gendarme    ngègha
tisserin    ngègha
sittelle    onvekh
tisserin    étsítsa
grue    aluba
chauve-souris    otane
passereau    mver kum
alouette    pwaware
huppe    khuna
faisan bleu    khuna
pigeon sauvage    odú
hirondelle    kuleyebe
tourterelle    étsutsô
perdrix    opwâ
perdrix    opwal
pie    otôgh
épervier    obam
épervier    obi
rossignol    ongokon
corbeau    angô
toucan    myam
toucan    opopwègn
corbeau-pie    engwang
corneille    engwang
galérer    akibe òkess
galérer    awu ntúkh
galérer    afum agnu
galérer    awu avep viong
mener une mauvaise vie    adeng
galérer    awu messura ye melunga
galérer    akìp
galérer    adzùkh
mener une mauvaise vie    aning abé
galérer    awu zègn
avec plaisir    ye mevakh
avec plaisir    ye mevakh a nnem
avec plaisir    ye nnem nvègn
avec plaisir    ye lüègn
avec plaisir    ye lüègn agnu
avec fierté    ye azal
avec honneur    ye olughu
avec honneur    ye nvàm
avec respect    ye ngáng
avc honneur    y’esseme
comme sur des roulettes    foghe ve élône élône
commme sur des roulettes    foghe ve medzüè-medzüègn
commme sur des roulettes    foghe ve melep-melep
les choses de ce monde    minlang mi si
les choses de ce monde    mam me y'a si
les choses de ce monde    ening édza lé
les choses de ce monde    ane éning
naître    abiale
se marier    alughane
épouser    alukh
divorcer    atsamane
mourir    awú
célibataire (homme)    nküégn fam
célibataire (femme)    nküégn minenga
aîné    ntól
aîné des garçons    ntól fam
aînée des filles    ntól minenga
cadet    éberegane
troisième    é mot lâ
benjamin    messugh
benjamin des garçons    messugh a fam
benjamine des filles    messugh a minenga
petit-fils    ndègn
petite-fille    ndègn
enfant du petit-fils    ndzii
enfant du petit-fils    ndzíl
petit-fils du petit-fils    owabang
arrière-arrière-petit-fils    ndzéfedzi
marié    nlugane
fiancé    ane nkulane dzangane
divorcé    nvassane
divorce    atsam alukh
séparé    nkanane
mari    nnôm
époux    nnôm
femme    ngál
épouse    ngál
femme    ngâ
épouse    ngâ
ex-mari    ambe gne nnôm
ex-femme    ambe gne ngâ
petit ami    mone éboane
copain    mone éboane
jeunes mariés    bendegh lughane
veuf    nkús fam
veuve    nkús minenga
orphelin    mone gnul
famille    nda bot
son père    essia
père    tare
père    tata
père    tita
papa    pepa
sa mère    gnia
sa mère    nyia
mère    nane
mère    nina
maman    mema
mes parents    essè dzam
parents    betare
mes parents    é bot bam
oncle    gnang-ndomo
tantine    song
tante    essang
vieux    nnôm
ancien    nnôm
vieux    gnamôrô
ancien    gnamôrô
vieille femme    otu yôm minenga betsira
ancêtres    betsira
aïeux    benvama
descendance    nvong bot
enfant    mong
jumeaux    mimbiasse
parrain    essia batem
marraine    gnia batem
filleul    moan a batem
filleule    moan a batem
bébé    moan
frère    moadzang
sœur (lorsque le frère parle)    kâ
sœur (lorsque le frère parle)    kâl
frère (lorsque la sœur parle)    ndom
beau-père    nkia fam
beau-père    minki-a-fam
belle-mère    nkia minenga
belle-mère    minki-a-minenga
beaux-parents    be kia
beaux-parents    be minki
fille célibataire    ngone jeune
jeune garçon    ndomane
beau-frère    myal
beau-fils    nnôm ngone
belle-fille    mbóm
demande en mariage    assili minenga alukh
doter    avekh
fête    fett
cérémonie    ékuane
grande festivité    élulua
grande réjouissance    élulua
naissance    abiale
baptême    batem
verser la dot    ake nsua
dot    nsua
mort    awú
enterrer    adze
enterrer    adzégn
retrait de deuil    édzeme awú
funérailles    édzeme awú
organiser le retrait de deuil    adzeme awú
liens de famille ou de parenté    avumane
les amis    mengom
amitié    angom
amitié    anvüign
connaissances    mengom
amis    mengom
connaissances    benvüign
amis    benvüign
connaissances    bemüi
amis    bemüi
ami intime    bura anvüign
camarade de classe    angom y’a sikolo
collègue de travail    angom y’essègn
coloca    biatobe nda dzâ
voisin    biatobe melarane me nda
l'adresse    mendem
vivre    anîng
habiter    anîng
artager    akab
lieu de résidence    évôm mot anîng
domicile    évôm mot anîng
code postal    nome yé vôm wanîng
numéro de téléphone    nome ye nkol
annuaire téléphonique    kalara benôm
propriétaire    é mot ane nda
colocataire    é mot banîng nda dzâ
voisin    atobe vôm avó
voisinage    atobe nnam mbó
à la maison    a nda
chez-moi    é nda dzam
chez-toi    é nda dzüa
chez Nguema    ébe Nguema
en ville    a kissone
au village    a dzâ
corps de garde    abâ
en forêt    mefan été
au campement    a nvan
la rivière    ochign
la religion    nyebe Zame
catholique    nyebe be catholiques
protestant    nyebe be prostestants
islam    nyebe be musulmans
témoins de Jéhovah    bengâ
juif    moan be Juifs
athée    é mot aâsseme ki Zame
chrétien    moan Chrétiens
bwiti    buti
biéri    byer
melan    melan
bouddhisme    nyebe be Boudiste
l'âge    mimbú
vieillir    ake nnôm
rajeunir    avengane mong
demeurer jeune    alangane étong
vieillir    ayômbe
devenir vieux    ayômbe
rajeunir    awôme
petit    mong
vieux    nnôm
jeune    étong
l’âge    mimbú
l’enfance    éyòng mot ane mong
maturité    éwôló
vie    énîng
vie    égnîng
durée de vie    melú m’énîng
vieillesse    abo nnôm
jeunesse    éyòng mot ane étong
date de naissance    alú abiale
anniversaire    adzale mbú
nouveau né    é moan adeghe biale
bébé    moan
homme âgé    nnôm mot
femme âgé    nnôm minenga
adulte    gnamôrô
adulte    éwôlo mot
meubles et ustensiles de cuisine    mam me y'a kissine
grand fumoir    akáng
pierre à écraser et le galet    akokh ye ngokh
étagère à ustensiles    anák
grenier en bambou    angún
cuillère à café    mone tok
chasse-mouches    apwâ
planche à écraser    assô’ô
support de la marmite    awute
corbeille à grains    dzâtt
gobelet    ébiergha
assiette creuse    édôgdôkh essua
mortier    édóng
passoire    yáng-yáng mintangane
pierre à écraser    éfia
marmite en fer    égníng
presse-fruits    égnore bibuma
verre    élás
tamis    éleng
chaise    étò
petit banc    kpwa
lit    énong
lit en bambou    énong biyeng
assiette    essua
assiette    éfel
petit fumoir    étáng
table à repasser    é tebele bakokh bitó ayó
serpillière    étsi si
serpillière    étsi mebo
torchon    étsi mmo
balai    évüa
balai en branches de palmier    évuégha melen
assiette plate    éyâyâ essua
poêle    éyang mbwane
ouvre-boîtes    éyüiè bingong
décapsuleur    éyüiè mendekh
gratte marmite    kussa me mvé
louche en bois    mbep
cuillère    ozom
cuillère    tók
fourchette    élúm
fourchette    olúm
seau    òllòm
seau    nlòn
marmite    viokh
marmite    mvé
grille à grains    yáng-yáng
lire l'heure    aláng awala
quelle heure est-il ?    antô za awala ?
il est une heure    anto awala dâ
il est deux heures    anto mewala me bègn
il est trois heures    anto mewala me lâ
il est trois heures et demie    anto mewala me lâ y'étune
il est quatre heures et quart.    anto mewala me nii ye bibukh awôm é tane
il est cinq heures et quarante cinq minutes ou il est six heures moins le quart    anto mewala me tane ye bibukh mewôm me nii y’é tane
il est six heures et quatre minutes et six secondes    anto mewala me samane ye bibukh bi nii ye be samane
midi    awala badzi
il est douze heures    awôme mewala ye mewala me bègn
trente minutes    étune awala nkuala
minute    ébukh
minutes    bibukh
heure    awala
dix heures du soir    mewala awôme ye alú
une heure du matin    awala nkuala dâ ye kíkírí
deux heures de l’après-midi    mewala mebègn gôghasse
longtemps    nnôm éto
on naît ensemble et on meurt ensemble !    alungbe dâ !
être à l’heure    assiane mbeba awala
être en retard    assiane mbéa awala
arriver en avance    assiane keghe na awala éküign
avoir largement le temps    abele abüign éyòng
arriver à l'heure    ayem assiane
être à l’heure    ayem assiane
arriver    assiane awala élorang
être en retard    assiane awala élorang
être en retard    assiane mbéa awala
se presser    abo avôô
se dépêcher    abere mebo
être pressé    abere gnû
il y a longtemps    anto ayáp
longtemps    ayáp pendant
pendant quelques temps    ayôm melú
ces derniers moments    melú menga suglane
chez    ébe
vraiment    fogh nale
le sjours de la semaine    melu ma ye sono
lundi    suane-alú-dâ
mardi    suane-melú-me-bègn
mercredi    suane-melú-me-lâ
jeudi    suane-melú-me-nii
vendredi    suane-melú-me-tane
samedi    suane-melú-me-samane
dimanche    e môs suane
jeudi    émôs mone éwôngha
vendredi    nkúl éwôngha
samedi    éwôngha
samedi    édzili suane
dimanche    sòna
janvier    ngon-ossua
février    ngon-bègn
mars    ngon-lâ
avril    ngon-nii
mai    ngon-tane
juin    ngon-samane
juillet    ngon-zambgwa
août    ngon-môme
septembre    ngon-ébû
octobre    ngon-awôme
novembre    ngon-awôme-ye-fo
décembre    ngon-awôme-ye-be bègn
mois    ngôn
année    mbú
trimestre    ngôn é lâ
semestre    ngôn é nii
décennie    awôme mimbú
siècle    ntett mimbú
les quatre points cardinaux    minlô melergha mi nii
est    meküi me nlô dzop
ouest    mekua me nlô dzop
nord    okü
sud    nkiègn
sud    melole
ouest    édoune Zok Amvené Obame
ouest    nlô dzop wadzím
est    nlô dzop waküign
les saisons de l’année    biyòng biye mbú
grande saison sèche    essep
printemps    essep
petite saison sèche    oyòne
été    oyòne
grande saison des pluies    sughú
hiver    sughú
petite saison des pluies    mebugha messughú
automne    mebugha messughú
morceau de pain    étùne nfema
demi-verre de vin de palme    étùne élasse melamba
demi-bouteille d’alcool    étùne ndekh de meyokh
demi-seau d’eau    étùne ollòme mendzim
partie de richesse    éfú ntame
partie de richesse    éfuntame
tranche d’orange    éfasse alôsse
morceau de manioc    éfú mbông
part de nourriture    ngàp bidzí
ta part    ngàp dzüa
partie de la fesse    éfa akane
l'argent    miang
dépenser    adzimle miang
prêter de l’argent à quelqu’un    akôle mot miang
emprunter    akôle miang
donner de l’argent    ake’e miang
payer comptant    ake’e miang mmo
changer l’argent    assangle miang
retirer de l'argent    agnong miang
prendre de l’argent    agnong miang
déposer de l’argent    abwi miang
économiser de l’argent    akale miang
faire ses comptes    alang miang
avoir des dettes    abele menvola
rembourser    abulane miang
promettre de l’argent à quelqu’un    akagh mot miang
travailler de l’argent    assègn miang
arracher de l’argent à quelqu’un    aduru mot miang
hypothéquer de l’argent    ayüign miang ntugh
chercher de l’argent    adzeng miang
faire la tontine    abo essuane
mets à base de maïs    miname fôn
bout de maïs    mpwo fôn
bout de maïs    mpwel fôn
purée de maïs    essúkh fôn
purée de maïs    mbpwett fôn
purée de maïs    essana
paquet de maïs    mbùma fôn
paquet de maïs    mbòmo fôn
patte de maïs    éba fôn
patte d’arachide    ébá owòne
sauce de noix de palme au poisson    émakh kos
sauce de chocolat indigène à la viande    ndókh tsít été
cacahuète au tubercule de manioc    bitolá bi owòne y’akpwama
viande à la banane    fu tsít y’ékône
sanglier à la tomate    fu ngüign nvuma été
aubergine aux poissons fumés    zong benvele
soupe d’arachide aux poissons fumés    nfugh owòne benvele
soupe d’arachide aux feuilles de patate    nfugh owòne belome été
sauce d’arachide lourde au champignon    ékofir owòne vio été
soupe d’arachide    essangáná owòne
porc épic à la sauce d'arachide    ngôm nfugh owòne été
queue de bœuf à la sauce d'arachide    ngüiem égnak nfiáng owòne été
poisson fumé à la sauce    benvele ndókh été
mangue sauvage    de noix de
poisson sec à la sauce de gombo    minkott mikos bitetam été
paquet d’arachide à la viande    nnam owòne
feuilles de manioc à la patte d’arachide    mendzâ owòne
feuilles de manioc à la banane mûre    mendzâ mbap
feuilles de manioc au maïs    mendzâ safône
feuilles de manioc à la viande    mendzâ nkú tsít été
légumes aux crevettes    folong ye miwuasse
légumes aux poissons    folong kos été
légumes à la carpe    folong bikone été
tripes aux légumes    évus égnakh folong été
gnimbuè à la queue    émakh/essukh ngüiem égnakh été
pâte de maïs bouillie    buma fône
pâte de manioc aux noix de palmes    nkôna mbong
pâte de maïs bouillie    nkôna gôn
paquet d’arachide bouilli    nkôna owòne
poisson salé aux légumes    abàm ékône bilôkh été
paquet de silure    dzôm gól
feuilles de patate aux poissons fumés    belome mikor mikos
purée de banane mûre    nfùgh nsá
purée de patate    nfùgh bengüine
oseille aux poissons fumés    essang benvele été
poissons frits au manioc    nkengane kos ye mbông
riz à la viande    oles ye tsít
riz au poisson    oles kos été
riz blanc    nfum oles
spaghetti à la viande    miyà mi moan ntangane tsít été
banane    ékuane
banane    ékòn
banane    mbòng
manioc    mbòò
tubercule de manioc    akpwama mbòng
sauce de chocolat indigène    náme ndókh
sauce d’arachide    náme owòne
sauce de maïs    náme ngone
brouette    ékalik
